"ID_TRAPPOLA";"ID_cattura";"ALBA";"sessione";"occasione";"chip";"ricattura";"pelo";"peso..g.";"sex";"eta";"statoripr";"NOTE";"DOY";"Data_R";"Anno";"SESSIONE";"data.attivazione";"occasione.attivazione";"ED50.Coord.X";"ED50.Coord.Y";"WGS84.Coord.Long";"WGS84.Coord.Lat";"Diametro.roccia.1..cm.";"Diametro.roccia.2..cm.";"Diametro.roccia.3..cm.";"alt_m";"aspect_deg";"slope_degr";"X..COP..VEG..2015";"X..COP..VEG..2018";"n_species";"dominant";"distanza.trappole..cm...da.75a1.";"angolo.trappole..gradi.AZ..da75a1.";"Cop_Veg_2015_ottavi";"Cop_Veg_2018_ottavi"
"37";100;"A";2;17;NA;"R";"D/Fg";22;"M";"G";"NR";"buco in F";249;2016-09-05;"2016";1;"16/07/2015";5;367419;5048230;"7.299.750.083.075.150";"4.557.317.550.616.460";126;39;54;2791,196;320;15;0;25;2;"Muschio";825;285;0;2
"38";37;"A";2;3;NA;"N";"C/Dg";41;"M";"A";"R";NA;242;2016-08-29;"2016";1;"16/07/2015";5;367425;5048229;"7.299.827.217.998.250";"4.557.316.765.351.300";60;93;292;2791,986;351;13;0;0;2;"Muschio";771;272;0;0
"38";33;"T";1;17;NA;"N";"C/D";45;NA;"A";"NR";NA;203;2015-07-22;"2015";1;"16/07/2015";5;367425;5048229;"7.299.827.217.998.250";"4.557.316.765.351.300";60;93;292;2791,986;351;13;0;0;2;"Muschio";771;272;0;0
"38";14;"A";1;6;NA;"N";NA;34;"M";"A";"NR";"morto";205;2018-07-24;"2018";1;"16/07/2015";5;367425;5048229;"7.299.827.217.998.250";"4.557.316.765.351.300";60;93;292;2791,986;351;13;0;0;2;"Muschio";771;272;0;0
"39";8;"A";1;4;NA;"R";"D";30;"M";"G";"NR";NA;204;2018-07-23;"2018";1;"16/07/2015";5;367435;5048226;"7.299.956.138.206.340";"4.557.314.256.967.350";60;67;81;2793,246;343;20;25;0;15;"Muschio";1000;273;2;0
"39";39;"A";1;15;NA;"R";"strisce A/C/E B/D/F";29;"F";"A";"NR";NA;240;2017-08-28;"2017";1;"16/07/2015";5;367435;5048226;"7.299.956.138.206.340";"4.557.314.256.967.350";60;67;81;2793,246;343;20;25;0;15;"Muschio";1000;273;2;0
"39";1;"T";1;1;NA;"N";"F";33;"F";"A";"NR";NA;202;2018-07-21;"2018";1;"16/07/2015";5;367435;5048226;"7.299.956.138.206.340";"4.557.314.256.967.350";60;67;81;2793,246;343;20;25;0;15;"Muschio";1000;273;2;0
"39";16;"A";1;11;NA;"R";"C/Dg";30;"M";"A";"NR";NA;238;2017-08-26;"2017";1;"16/07/2015";5;367435;5048226;"7.299.956.138.206.340";"4.557.314.256.967.350";60;67;81;2793,246;343;20;25;0;15;"Muschio";1000;273;2;0
"39";59;"A";2;2;"1314691";"R";"F";38;"F";"A";"NR";NA;240;2015-08-28;"2015";1;"16/07/2015";5;367435;5048226;"7.299.956.138.206.340";"4.557.314.256.967.350";60;67;81;2793,246;343;20;25;0;15;"Muschio";1000;273;2;0
"39";17;"A";1;12;NA;"N";NA;14;NA;"G";"NR";NA;201;2015-07-20;"2015";1;"16/07/2015";5;367435;5048226;"7.299.956.138.206.340";"4.557.314.256.967.350";60;67;81;2793,246;343;20;25;0;15;"Muschio";1000;273;2;0
"39";36;"A";2;3;NA;"N";"Bb";22;"F";"G";"NR";NA;242;2016-08-29;"2016";1;"16/07/2015";5;367435;5048226;"7.299.956.138.206.340";"4.557.314.256.967.350";60;67;81;2793,246;343;20;25;0;15;"Muschio";1000;273;2;0
"39";15;"A";1;6;NA;"N";"A";40;"F";"A";"NR";NA;205;2018-07-24;"2018";1;"16/07/2015";5;367435;5048226;"7.299.956.138.206.340";"4.557.314.256.967.350";60;67;81;2793,246;343;20;25;0;15;"Muschio";1000;273;2;0
"39";49;"T";2;1;NA;"N";"A/B";35;"F";"A";"NR";NA;239;2015-08-27;"2015";1;"16/07/2015";5;367435;5048226;"7.299.956.138.206.340";"4.557.314.256.967.350";60;67;81;2793,246;343;20;25;0;15;"Muschio";1000;273;2;0
"39";78;"T";2;14;NA;"R";"D/Fg";22;"M";"G";"NR";NA;247;2016-09-03;"2016";1;"16/07/2015";5;367435;5048226;"7.299.956.138.206.340";"4.557.314.256.967.350";60;67;81;2793,246;343;20;25;0;15;"Muschio";1000;273;2;0
"4";1;"A";1;1;NA;"N";"Ag";34;"M";"A";"R";NA;233;2017-08-21;"2017";1;"14/07/2015";1;367409;5048262;"72.996.132.865.560.000";"4.557.346.150.207.160";99;30;36;2781,087;293;8;50;62,5;23;"Graminacee";774;232;4;5
"4";12;"T";1;10;NA;"R";"centrog";34;"M";"A";"NR";NA;237;2017-08-25;"2017";1;"14/07/2015";1;367409;5048262;"72.996.132.865.560.000";"4.557.346.150.207.160";99;30;36;2781,087;293;8;50;62,5;23;"Graminacee";774;232;4;5
"4";27;"A";2;1;NA;"N";"Bg";31;"M";"A";"NR";NA;241;2016-08-28;"2016";1;"14/07/2015";1;367409;5048262;"72.996.132.865.560.000";"4.557.346.150.207.160";99;30;36;2781,087;293;8;50;62,5;23;"Graminacee";774;232;4;5
"40";75;"T";2;5;"1315457";"R";"A/B";28;"F";"A";"NR";NA;241;2015-08-29;"2015";1;"16/07/2015";5;367439;5048226;"7.300.007.380.425.840";"4.557.314.333.247.010";145;88;52;2793,356;324;24;10;25;13;"Muschio";757;234;0,8;2
"40";49;"A";2;9;NA;"R";"buchi in A/B";24;NA;"A";NA;NA;245;2016-09-01;"2016";1;"16/07/2015";5;367439;5048226;"7.300.007.380.425.840";"4.557.314.333.247.010";145;88;52;2793,356;324;24;10;25;13;"Muschio";757;234;0,8;2
"40";33;"A";2;2;NA;"N";NA;29;"M";"G";"NR";NA;239;2018-08-27;"2018";1;"16/07/2015";5;367439;5048226;"7.300.007.380.425.840";"4.557.314.333.247.010";145;88;52;2793,356;324;24;10;25;13;"Muschio";757;234;0,8;2
"40";26;"T";1;12;NA;"R";"strisce A/C/E B/D/F";28;"F";"A";"NR";NA;238;2017-08-26;"2017";1;"16/07/2015";5;367439;5048226;"7.300.007.380.425.840";"4.557.314.333.247.010";145;88;52;2793,356;324;24;10;25;13;"Muschio";757;234;0,8;2
"40";16;"A";1;12;NA;"N";"E";16;NA;"G";"NR";NA;201;2015-07-20;"2015";1;"16/07/2015";5;367439;5048226;"7.300.007.380.425.840";"4.557.314.333.247.010";145;88;52;2793,356;324;24;10;25;13;"Muschio";757;234;0,8;2
"40";17;"A";1;11;NA;"R";"Eb";25;"M";"A";"NR";NA;238;2017-08-26;"2017";1;"16/07/2015";5;367439;5048226;"7.300.007.380.425.840";"4.557.314.333.247.010";145;88;52;2793,356;324;24;10;25;13;"Muschio";757;234;0,8;2
"40";30;"A";1;12;"1314912";"N";NA;32;"F";"A";"NR";NA;249;2014-09-06;"2014";1;"16/07/2015";5;367439;5048226;"7.300.007.380.425.840";"4.557.314.333.247.010";145;88;52;2793,356;324;24;10;25;13;"Muschio";757;234;0,8;2
"41";4;"A";1;3;NA;"R";"E/F buchi";NA;NA;NA;NA;"morto";234;2017-08-22;"2017";1;"16/07/2015";5;367451;5048223;"73.001.619.216.044.300";"4.557.311.862.978.570";140;52;84;2795,176;328;21;60;0;32;"Graminacee";1113;222;4,8;0
"41";47;"A";1;17;NA;"R";"strisce A/C/E B/D/F";26;"F";"A";"NR";NA;241;2017-08-29;"2017";1;"16/07/2015";5;367451;5048223;"73.001.619.216.044.300";"4.557.311.862.978.570";140;52;84;2795,176;328;21;60;0;32;"Graminacee";1113;222;4,8;0
"41";48;"A";2;9;NA;NA;NA;NA;NA;"A";NA;"scappato";245;2016-09-01;"2016";1;"16/07/2015";5;367451;5048223;"73.001.619.216.044.300";"4.557.311.862.978.570";140;52;84;2795,176;328;21;60;0;32;"Graminacee";1113;222;4,8;0
"41";59;"A";1;17;NA;"R";"C/Dg";25;"M";"A";"NR";NA;241;2017-08-29;"2017";1;"16/07/2015";5;367451;5048223;"73.001.619.216.044.300";"4.557.311.862.978.570";140;52;84;2795,176;328;21;60;0;32;"Graminacee";1113;222;4,8;0
"42";33;"T";1;14;NA;"R";"C/D g";22;"M";"A";"NR";NA;239;2017-08-27;"2017";1;"16/07/2015";5;367458;5048224;"7.300.251.323.973.220";"45.573.128.961.481.800";108;42;67;2796,527;320;23;0;50;0;NA;931;228;0;4
"42";28;"T";1;11;NA;"R";"D";35;"F";"A";"NR";NA;210;2018-07-29;"2018";1;"16/07/2015";5;367458;5048224;"7.300.251.323.973.220";"45.573.128.961.481.800";108;42;67;2796,527;320;23;0;50;0;NA;931;228;0;4
"42";19;"A";1;8;NA;"N";"D";34;"F";"A";"NR";NA;206;2018-07-25;"2018";1;"16/07/2015";5;367458;5048224;"7.300.251.323.973.220";"45.573.128.961.481.800";108;42;67;2796,527;320;23;0;50;0;NA;931;228;0;4
"42";74;"A";2;13;NA;"R";"buchi in B/D";28;"M";"A";"NR";"buchi in B/D, guance, sopra coda";247;2016-09-03;"2016";1;"16/07/2015";5;367458;5048224;"7.300.251.323.973.220";"45.573.128.961.481.800";108;42;67;2796,527;320;23;0;50;0;NA;931;228;0;4
"42";30;"A";1;16;NA;"R";"F";33;"F";"A";"NR";NA;203;2015-07-22;"2015";1;"16/07/2015";5;367458;5048224;"7.300.251.323.973.220";"45.573.128.961.481.800";108;42;67;2796,527;320;23;0;50;0;NA;931;228;0;4
"42";50;"A";2;9;"1315647";"N";NA;34;"F";"A";"NR";NA;245;2016-09-01;"2016";1;"16/07/2015";5;367458;5048224;"7.300.251.323.973.220";"45.573.128.961.481.800";108;42;67;2796,527;320;23;0;50;0;NA;931;228;0;4
"42";22;"A";1;14;NA;"R";"C";37;"F";"A";"R";NA;202;2015-07-21;"2015";1;"16/07/2015";5;367458;5048224;"7.300.251.323.973.220";"45.573.128.961.481.800";108;42;67;2796,527;320;23;0;50;0;NA;931;228;0;4
"42";41;"T";1;16;NA;"R";"C/Dg";24;"M";"A";"NR";NA;240;2017-08-28;"2017";1;"16/07/2015";5;367458;5048224;"7.300.251.323.973.220";"45.573.128.961.481.800";108;42;67;2796,527;320;23;0;50;0;NA;931;228;0;4
"42";22;"T";1;9;NA;"N";"SENZA OCCHIO SIN";45;"F";"A";"NR";NA;206;2018-07-25;"2018";1;"16/07/2015";5;367458;5048224;"7.300.251.323.973.220";"45.573.128.961.481.800";108;42;67;2796,527;320;23;0;50;0;NA;931;228;0;4
"42";124;"T";2;19;NA;"N";NA;18;NA;"G";"NR";NA;248;2015-09-05;"2015";1;"16/07/2015";5;367458;5048224;"7.300.251.323.973.220";"45.573.128.961.481.800";108;42;67;2796,527;320;23;0;50;0;NA;931;228;0;4
"42";36;"A";1;15;NA;"R";"strisce A/C/E B/D/F";29;"F";"A";"NR";NA;240;2017-08-28;"2017";1;"16/07/2015";5;367458;5048224;"7.300.251.323.973.220";"45.573.128.961.481.800";108;42;67;2796,527;320;23;0;50;0;NA;931;228;0;4
"42";28;"T";1;15;"1313062";"R";NA;NA;"M";"A";"R";NA;202;2015-07-21;"2015";1;"16/07/2015";5;367458;5048224;"7.300.251.323.973.220";"45.573.128.961.481.800";108;42;67;2796,527;320;23;0;50;0;NA;931;228;0;4
"42";58;"A";2;8;NA;"N";NA;31;"F";"A";"NR";"morto";243;2018-08-31;"2018";1;"16/07/2015";5;367458;5048224;"7.300.251.323.973.220";"45.573.128.961.481.800";108;42;67;2796,527;320;23;0;50;0;NA;931;228;0;4
"43";7;"A";1;10;NA;"N";"Dg";45;"M";"A";"NR";NA;208;2016-07-26;"2016";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";42;"T";1;16;NA;"R";"centrog";35;"M";"A";"NR";NA;240;2017-08-28;"2017";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";46;"A";2;6;NA;"R";"A";38;"M";"A";"NR";NA;241;2018-08-29;"2018";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";125;"T";2;19;"1314269";"R";NA;38;"M";"A";"NR";NA;248;2015-09-05;"2015";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";70;"A";2;4;"1312387";"N";NA;26;"F";"A";"NR";NA;241;2015-08-29;"2015";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";122;"T";2;17;"1314269";"R";NA;37;"M";"A";"NR";NA;247;2015-09-04;"2015";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";15;"T";1;13;NA;"N";NA;46;"M";"A";"NR";NA;209;2016-07-27;"2016";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";47;"A";2;9;NA;"N";NA;NA;NA;"G";"NR";NA;245;2016-09-01;"2016";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";50;"T";2;7;NA;"N";"C";35;"F";"A";"NR";NA;242;2018-08-30;"2018";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";2;"T";1;2;NA;"R";"E/F buchi";34;"M";"A";"NR";NA;233;2017-08-21;"2017";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";48;"A";1;17;NA;"R";"centro buco";32;"M";"A";"NR";NA;241;2017-08-29;"2017";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";63;"A";2;11;NA;"R";"buchi in A/B";NA;"M";"A";"NR";"morto";246;2016-09-02;"2016";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";16;"A";1;14;NA;"N";NA;41;"F";NA;NA;NA;210;2016-07-28;"2016";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";25;"T";1;17;NA;"N";NA;46;"M";"A";NA;NA;211;2016-07-29;"2016";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";10;"T";1;8;NA;"R";"C/Dg";21;"M";"A";"NR";NA;236;2017-08-24;"2017";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";42;"T";2;4;NA;"R";"C/Dg";41;"M";"A";"R";NA;242;2016-08-29;"2016";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";11;"A";1;8;"1313039";"N";NA;33;"F";"A";"NR";NA;199;2015-07-18;"2015";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";42;"T";2;5;NA;"R";"A piccolo";36;"F";"A";"R";NA;240;2018-08-28;"2018";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"43";23;"A";1;10;NA;"R";"SENZA OCCHIO SIN";38;"F";"A";"NR";NA;207;2018-07-26;"2018";1;"16/07/2015";5;367466;5048223;"73.003.540.798.770.000";"4.557.312.148.980.720";216;44;68;2797,937;332;20;0;25;4;"Saxifraga";727;281;0;2
"44";68;"A";2;11;NA;"R";"Bg";35;"M";"A";"NR";NA;246;2016-09-02;"2016";1;"16/07/2015";5;367475;5048221;"7.300.469.917.760.870";"4.557.310.521.170.450";108;78;57;2799,537;308;18;35;50;17;"Graminacee";988;182;2,8;4
"44";58;"A";2;2;"1316717";"N";NA;31;"M";"A";"R";NA;240;2015-08-28;"2015";1;"16/07/2015";5;367475;5048221;"7.300.469.917.760.870";"4.557.310.521.170.450";108;78;57;2799,537;308;18;35;50;17;"Graminacee";988;182;2,8;4
"44";96;"A";2;17;NA;"R";"Bg";20;NA;"G";"NR";NA;249;2016-09-05;"2016";1;"16/07/2015";5;367475;5048221;"7.300.469.917.760.870";"4.557.310.521.170.450";108;78;57;2799,537;308;18;35;50;17;"Graminacee";988;182;2,8;4
"44";49;"A";1;17;NA;"R";"C/Dg";22;"M";"A";"NR";NA;241;2017-08-29;"2017";1;"16/07/2015";5;367475;5048221;"7.300.469.917.760.870";"4.557.310.521.170.450";108;78;57;2799,537;308;18;35;50;17;"Graminacee";988;182;2,8;4
"44";77;"T";2;14;NA;"R";"buchi in B/D";34;"M";"A";"NR";"buchi in B/D, guance, sopra coda";247;2016-09-03;"2016";1;"16/07/2015";5;367475;5048221;"7.300.469.917.760.870";"4.557.310.521.170.450";108;78;57;2799,537;308;18;35;50;17;"Graminacee";988;182;2,8;4
"45";21;"A";1;14;NA;"R";"F";38;"F";"A";"NR";NA;202;2015-07-21;"2015";1;"16/07/2015";5;367482;5048219;"730.056.013.448.811";"4.557.308.855.221.790";67;45;25;2801,577;343;7;70;25;20;"Salix herbacea";857;273;5,6;2
"45";5;"A";1;2;"1314375";"N";NA;33;"M";"G";"NR";NA;244;2014-09-01;"2014";1;"16/07/2015";5;367482;5048219;"730.056.013.448.811";"4.557.308.855.221.790";67;45;25;2801,577;343;7;70;25;20;"Salix herbacea";857;273;5,6;2
"45";8;"A";1;4;"1314375";"R";NA;29;"M";"G";"NR";NA;245;2014-09-02;"2014";1;"16/07/2015";5;367482;5048219;"730.056.013.448.811";"4.557.308.855.221.790";67;45;25;2801,577;343;7;70;25;20;"Salix herbacea";857;273;5,6;2
"45";57;"A";2;8;NA;"N";"A-B";42;"M";"A";"R";NA;243;2018-08-31;"2018";1;"16/07/2015";5;367482;5048219;"730.056.013.448.811";"4.557.308.855.221.790";67;45;25;2801,577;343;7;70;25;20;"Salix herbacea";857;273;5,6;2
"45";23;"A";1;10;"1314375";"R";NA;21;"M";"G";"NR";NA;248;2014-09-05;"2014";1;"16/07/2015";5;367482;5048219;"730.056.013.448.811";"4.557.308.855.221.790";67;45;25;2801,577;343;7;70;25;20;"Salix herbacea";857;273;5,6;2
"45";35;"A";2;2;NA;"N";"A piccolo";37;"F";"A";"R";NA;239;2018-08-27;"2018";1;"16/07/2015";5;367482;5048219;"730.056.013.448.811";"4.557.308.855.221.790";67;45;25;2801,577;343;7;70;25;20;"Salix herbacea";857;273;5,6;2
"45";18;"T";1;7;NA;NA;NA;NA;NA;NA;NA;NA;246;2014-09-03;"2014";1;"16/07/2015";5;367482;5048219;"730.056.013.448.811";"4.557.308.855.221.790";67;45;25;2801,577;343;7;70;25;20;"Salix herbacea";857;273;5,6;2
"46";57;"A";2;2;"1314106";"N";NA;33;"M";"A";"R";NA;240;2015-08-28;"2015";1;"16/07/2015";5;367481;5048211;"73.005.494.954.623.200";"4.557.301.638.573.720";192;31;86;2803,487;308;12;25;25;21;"Graminacee";919;252;2;2
"46";14;"A";1;6;"1314375";"R";"NA ";23;"M";"G";"NR";NA;246;2014-09-03;"2014";1;"16/07/2015";5;367481;5048211;"73.005.494.954.623.200";"4.557.301.638.573.720";192;31;86;2803,487;308;12;25;25;21;"Graminacee";919;252;2;2
"46";34;"A";2;3;NA;"R";"Bg";35;"M";"A";"NR";NA;242;2016-08-29;"2016";1;"16/07/2015";5;367481;5048211;"73.005.494.954.623.200";"4.557.301.638.573.720";192;31;86;2803,487;308;12;25;25;21;"Graminacee";919;252;2;2
"46";41;"T";2;4;NA;"R";"Bg";36;"M";"A";"NR";NA;242;2016-08-29;"2016";1;"16/07/2015";5;367481;5048211;"73.005.494.954.623.200";"4.557.301.638.573.720";192;31;86;2803,487;308;12;25;25;21;"Graminacee";919;252;2;2
"46";18;"A";1;11;NA;"N";"A/Db";43;"M";"A";"R";NA;238;2017-08-26;"2017";1;"16/07/2015";5;367481;5048211;"73.005.494.954.623.200";"4.557.301.638.573.720";192;31;86;2803,487;308;12;25;25;21;"Graminacee";919;252;2;2
"46";116;"A";2;14;"1313807";"R";NA;25;"F";"A";"R";NA;246;2015-09-03;"2015";1;"16/07/2015";5;367481;5048211;"73.005.494.954.623.200";"4.557.301.638.573.720";192;31;86;2803,487;308;12;25;25;21;"Graminacee";919;252;2;2
"47";89;"T";2;16;NA;"R";"C/Dg";29;"M";"A";"NR";NA;248;2016-09-04;"2016";1;"16/07/2015";5;367473;5048209;"730.044.755.413.901";"4.557.299.686.664.990";187;35;105;2803,747;318;0;20;62,5;14;"Graminacee";675;262;1,6;5
